objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll042,oocihm.lac_reel_c4715.1196.jpg,,,"List of Immigrant Children, 426549, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1905-10-07,"List of 78 (79 has been crossed out) Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, Manitoba; The form has been typed and includes checkmarks done in pen.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes 426549 p. 1, October 7, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1196,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.30
coll043,oocihm.lac_reel_c4715.1197.jpg,,,"List of Immigrant Children, 426549, p. 3","Dr. Barnardo's Homes; Owen, Alfred B.",1905-10-07,"List of 78 (79 has been crossed out) Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, Manitoba; The form has been typed and includes checkmarks done in pen.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes 426549 p. 2, October 7, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1197,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.31
coll044,oocihm.lac_reel_c4715.1198.jpg,,,"List of Immigrant Children, 426549, p. 4","Dr. Barnardo's Homes; Owen, Alfred B.",1905-10-07,"List of 8 (9 is crossed out) Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, Manitoba; The form has been filled in by hand.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes 426549 p. 3, October 7, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1198,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.32
coll045,oocihm.lac_reel_c4715.1199.jpg,,,"List of Immigrant Children, 426549, p. 5","Dr. Barnardo's Homes; Owen, Alfred B.",1905-10-07,"List of 8 (9 is crossed out) Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, Manitoba; The form has been filled in by hand.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes 426549 p. 4, October 7, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1199,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.33
coll046,oocihm.lac_reel_c4715.1200.jpg,,,"List of Immigrant Children, 426549, p. 6","Dr. Barnardo's Homes; Owen, Alfred B.",1905-10-07,"List of 79 (83 is crossed out) Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, Manitoba; The form has been filled in by hand. One name is crossed out for being over 18 years of age, and two others are crossed out without note.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes 426549 p. 5, October 7, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1200,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.34
coll047,oocihm.lac_reel_c4715.1201.jpg,,,"List of Immigrant Children, 426549, p. 7","Dr. Barnardo's Homes; Owen, Alfred B.",1905-10-07,"List of 79 (83 is crossed out) Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, Manitoba; The form has been filled in by hand. One name is crossed out for being over 18 years of age, and two others are crossed out without note.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes 426549 p. 6, October 7, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1201,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.35
coll048,oocihm.lac_reel_c4715.1202.jpg,,,"List of Immigrant Children, 426549, p. 8","Dr. Barnardo's Homes; Owen, Alfred B.",1905-10-07,"List of 79 (83 is crossed out) Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, Manitoba; The form has been filled in by hand. One name is crossed out for being over 18 years of age, and two others are crossed out without note.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes 426549 p. 7, October 7, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1202,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.36
coll049,oocihm.lac_reel_c4715.1203.jpg,,,"List of Immigrant Children, 426549, p. 9","Dr. Barnardo's Homes; Owen, Alfred B.",1905-10-07,"List of 79 (83 is crossed out) Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, Manitoba; The form has been filled in by hand. One name is crossed out for being over 18 years of age, and two others are crossed out without note.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes 426549 p. 8, October 7, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1203,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.37
coll050,oocihm.lac_reel_c4715.1204.jpg,,,"List of Immigrant Children, 426549, p. 10","Dr. Barnardo's Homes; Owen, Alfred B.",1905-09-28,List of 4 (5 is crossed out) Barnardo Home Children sent to Toronto and Peterborough. Form is filled by hand and signed at the bottom. There are names of children above the signature with one being crossed out. ,Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, September 28, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1204,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.38
coll051,oocihm.lac_reel_c4715.1205.jpg,,,"List of Immigrant Children, 426549, p. 11","Dr. Barnardo's Homes; Owen, Alfred B.",1905-09-28,Certification page for list of 4 immigrant children.,Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Canada ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, September 28, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1205,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.39
coll052,oocihm.lac_reel_c4715.1206.jpg,,,"List of Immigrant Children, 424280, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1905-09-30,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Kensington,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, September 30, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1206,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.40
coll053,oocihm.lac_reel_c4715.1207.jpg,,,"List of Immigrant Children, 424280, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.",1905-09-30,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Kensington," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, September 30, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1207,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.41
coll054,oocihm.lac_reel_c4715.1208.jpg,,,"List of Immigrant Children, 410796, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1208,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.42
coll055,oocihm.lac_reel_c4715.1209.jpg,,,"List of Immigrant Children, 410796, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1209,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.43
coll056,oocihm.lac_reel_c4715.1210.jpg,,,"List of Immigrant Children, 410796, p. 3","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1210,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.44
coll057,oocihm.lac_reel_c4715.1211.jpg,,,"List of Immigrant Children, 410796, p. 4","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1211,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.45
coll058,oocihm.lac_reel_c4715.1212.jpg,,,"List of Immigrant Children, 410796, p. 5","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1212,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.46
coll059,oocihm.lac_reel_c4715.1213.jpg,,,"List of Immigrant Children, 410796, p. 6","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,End of document with handwritten note and signature ,Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, August 3, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1213,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.47
coll060,oocihm.lac_reel_c4715.1214.jpg,,,"List of Immigrant Children, 410796, p. 7","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1214,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.48
coll061,oocihm.lac_reel_c4715.1215.jpg,,,"List of Immigrant Children, 410796, p. 8","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1215,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.49
coll062,oocihm.lac_reel_c4715.1216.jpg,,,"List of Immigrant Children, 410796, p. 9","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1216,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.50
coll063,oocihm.lac_reel_c4715.1217.jpg,,,"List of Immigrant Children, 410796, p. 10","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1217,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.51
coll064,oocihm.lac_reel_c4715.1218.jpg,,,"List of Immigrant Children, 410796, p. 11","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1218,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.52
coll065,oocihm.lac_reel_c4715.1219.jpg,,,"List of Immigrant Children, 410796, p. 12","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,End of document with handwritten note and signature ,Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1219,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.53
coll066,oocihm.lac_reel_c4715.1220.jpg,,,"List of Immigrant Children, 410796, p. 13","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1220,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.54
coll067,oocihm.lac_reel_c4715.1221.jpg,,,"List of Immigrant Children, 410796, p. 14","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1221,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.55
coll068,oocihm.lac_reel_c4715.1222.jpg,,,"List of Immigrant Children, 410796, p. 15","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1222,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.56
coll069,oocihm.lac_reel_c4715.1223.jpg,,,"List of Immigrant Children, 410796, p. 16","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1223,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.57
coll070,oocihm.lac_reel_c4715.1224.jpg,,,"List of Immigrant Children, 410796, p. 17","Dr. Barnardo's Homes; Owen, Alfred B.",1905-08-12,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion," 
 	
Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, August 12, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1224,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.58
